SAMPLE	GENOME	TOT_RDS	TOT_BP	Size	MEAN_COV	COM_FRAC
ET_SCN_10	SCN18_25_1_16_R3_B_SCNPILOT_CONT_1000_P_Gammaproteobacteria_novel_39_13_39_37	1	150	3677198	4.08e-05	1.08e-07
ET_SCN_10	SCN18_25_1_16_R4_B_SCNPILOT_SOLID2_TRIM150_Afipia_61_20_61_46	2978	446502	3896152	0.114600765	0.000303616
ET_SCN_10	SCN18_25_1_16_R5_B_Rhizobiales_60_7	2699	404672	4184928	0.096697482	0.000256185
ET_SCN_10	SCN18_25_8_15_R2_B_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_66_16	4	600	4890684	0.000122682	3.25e-07
ET_SCN_10	SCN18_25_8_15_R2_B_CN-SCN_Microbacterium_18x_70_9	1	21	3048282	6.89e-06	1.83e-08
ET_SCN_10	SCN18_25_8_15_R2_B_Nitrosospira_multiformis_SCNPILOT_SOLID_1_TRIM150_Nitrosospira_54_27_54_34	10	1495	3018418	0.000495293	1.31e-06
ET_SCN_10	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Altererythrobacter_66_12_66_16	51	7649	3158237	0.002421921	6.42e-06
ET_SCN_10	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Devosia_62_26-related_62_9	14	2100	4234864	0.000495884	1.31e-06
ET_SCN_10	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_72_69	0	0	3324329	0	0
ET_SCN_10	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Sphingobacteriia_47_330_48_20	304	45596	4755454	0.009588149	2.54e-05
ET_SCN_10	SCN18_25_8_15_R2_B_SCNpilot_BF_INOC_Bordetella_67_10-related_69_14	0	0	3143846	0	0
ET_SCN_10	SCN18_25_8_15_R2_B_Xanthomonadales_66_12	3694	553786	3496265	0.1583936	0.000419639
ET_SCN_10	SCN18_25_8_15_R3_B_WPS-2_62_28	60	9000	7653012	0.001176008	3.12e-06
ET_SCN_10	SCN18_25_8_15_R4_B_Xanthomonadales_70_612	20	2994	2676672	0.001118553	2.96e-06
ET_SCN_10	SCN18_25_8_15_R5_B_Rhodanobaceraceae_66_24	20904	3133283	3724418	0.841281242	0.00222884
ET_SCN_10	SCN18_26_2_15_R1_B_Micrococcales_64_47	5975	895649	4082655	0.219379056	0.00058121
ET_SCN_10	SCN18_26_2_15_R1_B_Proprionibacteraceae_70_19	13479	2020945	4242603	0.476345536	0.001262001
ET_SCN_10	SCN18_26_2_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_66_12	423	63306	4868845	0.013002262	3.44e-05
ET_SCN_10	SCN18_26_2_15_R1_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_62_24	2366	354797	3582612	0.099033052	0.000262372
ET_SCN_10	SCN18_26_2_15_R1_F_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_33	559	83829	4873045	0.017202591	4.56e-05
ET_SCN_10	SCN18_26_2_15_R1_F_Chitinophagaceae_50_26	447156	67043649	7944810	8.438672416	0.022356913
ET_SCN_10	SCN18_26_2_15_R1_F_SCNPILOT_CONT_1000_BF_Chloroflexi_54_27_54_23	83276	12485244	8956367	1.394007637	0.0036932
ET_SCN_10	SCN18_26_2_15_R1_F_SCNPILOT_EXPT_300_BF_Thiobacillus_62_448_63_78	883	132094	3584500	0.036851444	9.76e-05
ET_SCN_10	SCN18_26_2_15_R1_P_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_65_22	78517	11772416	6615161	1.779611411	0.004714796
ET_SCN_10	SCN18_26_2_15_R2_B_Rhizobiales_60_31	148	22038	6552773	0.003363156	8.91e-06
ET_SCN_10	SCN18_26_2_15_R2_B_Rhizobiales_61_8	2830	424288	2996661	0.14158692	0.000375112
ET_SCN_10	SCN18_26_2_15_R2_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_18_67_34	122105	18307821	4186106	4.373472865	0.011586817
ET_SCN_10	SCN18_26_2_15_R2_B_SCNPILOT_CONT_750_BF_Rhodospirillales_68_10_70_15	4126	618735	5293473	0.1168864	0.000309672
ET_SCN_10	SCN18_26_2_15_R2_B_SCN_Variovorax_21x_67_25	0	0	7857986	0	0
ET_SCN_10	SCN18_26_2_15_R2_P_Planctomycetes_69_10	4	479	6638716	7.22e-05	1.91e-07
ET_SCN_10	SCN18_26_2_15_R2_P_SCNPILOT_CONT_500_P_Xanthomonadales_69_150_Rhodanobacter_68_51	381	57138	3833301	0.014905691	3.95e-05
ET_SCN_10	SCN18_26_2_15_R3_B_Saccharibacteria_TM7_47_55	0	0	938312	0	0
ET_SCN_10	SCN18_26_2_15_R4_B_Rhodanobacter_69_138	388126	58190656	4047913	14.37547101	0.038085511
ET_SCN_10	SCN18_26_2_15_R4_B_SCNPILOT_CONT_750_P_Burkholderiales_64_62_65_12	24	3600	5469709	0.00065817	1.74e-06
ET_SCN_10	SCN18_26_2_15_R4_P_Microbacterium_70_222	59977	8991483	2953160	3.044698899	0.008066443
ET_SCN_10	SCN18_26_2_15_R5_B_Alphaproteobacteria_66_27	2526	378717	7324041	0.051708749	0.000136994
ET_SCN_10	SCN18_26_2_15_R5_F_Sphingomonas_65_27	89	13349	3341277	0.003995179	1.06e-05
ET_SCN_10	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8_60_16	929	139185	4609494	0.030195288	8e-05
ET_SCN_10	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_73_20	0	0	2848058	0	0
ET_SCN_10	SCN18_30_10_14_R1_B_Sphingobium_66_9	14	2100	3875922	0.000541807	1.44e-06
ET_SCN_10	SCN18_30_10_14_R1_P_Bosea_67_18	2111	316217	4815883	0.065661271	0.000173959
ET_SCN_10	SCN18_30_10_14_R1_P_Cytophagales_49_46	0	0	8175295	0	0
ET_SCN_10	SCN18_30_10_14_R1_P_Rhizobiales_62_27	3237	485402	5806422	0.083597437	0.000221478
ET_SCN_10	SCN18_30_10_14_R1_P_SCNPILOT_EXPT_1000_BF_Sphingomonas_65_55_65_26	2	300	3585854	8.37e-05	2.22e-07
ET_SCN_10	SCN18_30_10_14_R2_B_Alphaproteobacteria_64_8	154	23089	2659181	0.008682749	2.3e-05
ET_SCN_10	SCN18_30_10_14_R2_B_Bacteria_71_11	5	491	9007526	5.45e-05	1.44e-07
ET_SCN_10	SCN18_30_10_14_R2_B_Bradyrhizobiaceae_62_135	14373	2154784	4799874	0.448925118	0.001189355
ET_SCN_10	SCN18_30_10_14_R2_B_Possibly_Chloroflexi_64_8	75	11248	3141211	0.003580785	9.49e-06
ET_SCN_10	SCN18_30_10_14_R2_B_Rhizobiales_63_8	92	13797	4692807	0.002940031	7.79e-06
ET_SCN_10	SCN18_30_10_14_R2_B_Rhizobiales_64_10	16	2400	4560801	0.000526223	1.39e-06
ET_SCN_10	SCN18_30_10_14_R2_B_Rhizobiales_64_7	0	0	2659393	0	0
ET_SCN_10	SCN18_30_10_14_R2_B_Rhizobiales_64_8	228	34175	3075841	0.011110782	2.94e-05
ET_SCN_10	SCN18_30_10_14_R2_B_Rhizobiales_67_7	105	15748	2127637	0.007401639	1.96e-05
ET_SCN_10	SCN18_30_10_14_R2_B_SCNPILOT_CONT_1000_P_Alphaproteobacteria_64_11_65_16	17912	2685894	3446473	0.77931671	0.002064675
ET_SCN_10	SCN18_30_10_14_R2_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8-rel_65_16	204	30594	4019435	0.007611518	2.02e-05
ET_SCN_10	SCN18_30_10_14_R2_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_63_12	10969	1644787	3494698	0.470652114	0.001246917
ET_SCN_10	SCN18_30_10_14_R2_P_Burkholderiales_63_16	14	2100	5657395	0.000371196	9.83e-07
ET_SCN_10	SCN18_30_10_14_R2_P_Sphingomonas_67_78	38	5696	3183506	0.001789222	4.74e-06
ET_SCN_10	SCN18_30_10_14_R3_B_Delftia_65_125	0	0	4899136	0	0
ET_SCN_10	SCN18_30_10_14_R3_B_Leifsonia_70_93	2	300	3126661	9.59e-05	2.54e-07
ET_SCN_10	SCN18_30_10_14_R3_B_Rhizobiales_60_7	19	2850	4098479	0.00069538	1.84e-06
ET_SCN_10	SCN18_30_10_14_R3_B_Rhizobiales_64_9	0	0	5594316	0	0
ET_SCN_10	SCN18_30_10_14_R3_B_SCNPILOT_CONT_1000_P_Verrucomicrobia_61_8_61_17	2	300	5110051	5.87e-05	1.56e-07
ET_SCN_10	SCN18_30_10_14_R3_B_SCNPILOT_CONT_500_BF_Rhizobiales_64_17-related_63_20	439	65818	3709453	0.017743317	4.7e-05
ET_SCN_10	SCN18_30_10_14_R3_B_SCNPILOT_EXPT_500_BF_STEP10_Armatimonadetes_55_34_56_13	2	300	4448170	6.74e-05	1.79e-07
ET_SCN_10	SCN18_30_10_14_R3_B_SCNpilot_P_inoc_Thiobacillus_strain2_63_34_65_22	60	8997	2984013	0.003015067	7.99e-06
ET_SCN_10	SCN18_30_10_14_R3_P_Alphaproteobacteria_65_207	1988	297978	5203457	0.057265391	0.000151715
ET_SCN_10	SCN18_30_10_14_R3_P_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_61	2	300	5551342	5.4e-05	1.43e-07
ET_SCN_10	SCN18_30_10_14_R3_P_Burkholderiales_68_190	176	26395	4991047	0.00528847	1.4e-05
ET_SCN_10	SCN18_30_10_14_R3_P_CN-SCN_Devosia_27x_66_71	324	48586	4092090	0.01187315	3.15e-05
ET_SCN_10	SCN18_30_10_14_R3_P_CN-SCN_Microbacterium_27x_70_19	149	22346	2788097	0.008014786	2.12e-05
ET_SCN_10	SCN18_30_10_14_R3_P_Caulobacterales_69_10	0	0	2395800	0	0
ET_SCN_10	SCN18_30_10_14_R3_P_Rhizobiales_65_8	4	600	3477740	0.000172526	4.57e-07
ET_SCN_10	SCN18_30_10_14_R3_P_SCNPILOT_EXPT_1000_BF_Afipia_62_8_62_188	2441	365918	3895075	0.093943762	0.000248889
ET_SCN_10	SCN18_30_10_14_R4_B_Microbacterium_70_78	313	46661	3498495	0.013337449	3.53e-05
ET_SCN_10	SCN18_30_10_14_R4_P_Alphaproteobacteria_64_8	1898	284311	5414201	0.052512088	0.000139122
ET_SCN_10	SCN18_30_10_14_R4_P_Microbacterium_70_55	1052	157763	3762096	0.041934868	0.0001111
ET_SCN_10	SCN18_30_10_14_R4_P_Rhizobiales_66_13	381	57145	4256458	0.013425482	3.56e-05
ET_SCN_10	SCN18_30_10_14_R4_P_SCNPILOT_CONT_300_BF_Rhizobiales_67_6-related_67_37	20494	3072696	5097286	0.602810201	0.001597049
ET_SCN_10	SCN18_30_10_14_R4_P_SCN_Variovorax_21x_69_13	26	3783	6119080	0.00061823	1.64e-06
ET_SCN_10	SCN18_30_10_14_R5_P_Alphaproteobacteria_65_16	8	1200	5322918	0.00022544	5.97e-07
ET_SCN_10	SCN18_30_10_14_R5_P_Burkholderiales_69_51	0	0	4428054	0	0
ET_SCN_10	SCN18_30_10_14_R5_P_Hydrogenophaga_sp_PBC_SCNpilot_P_inoc_Hydrogenophaga_70_12_70_78	0	0	4666461	0	0
ET_SCN_10	SCN18_30_10_14_R5_P_Sphingomonadales_65_13	0	0	5106904	0	0
ET_SCN_10	SCN18_31_3_15_R1_B_Nitrobacter_62_136	9097	1363910	3596918	0.379188516	0.001004599
ET_SCN_10	SCN18_31_3_15_R1_B_Nitrosospira_56_42	7260	1088564	3240699	0.335904075	0.000889924
ET_SCN_10	SCN18_31_3_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_68_31	4290	643011	4431631	0.14509579	0.000384408
ET_SCN_10	SCN18_31_3_15_R3_B_SCNPILOT_EXPT_300_BF_Sphingomonas_67_13_68_146	31545	4729602	4444055	1.064253705	0.00281957
ET_SCN_10	SCN18_31_3_15_R4_B_Acidobacteria_62_15	21945	3290272	9385101	0.350584613	0.000928818
ET_SCN_10	SCN18_31_3_15_R4_B_SCNpilot_BF_INOC_Flavobacterium_39_30_40_63	0	0	3890927	0	0
ET_SCN_10	SCN18_31_3_15_R5_B_SCNPILOT_CONT_750_BF_Chitinophagaceae_50_32	90	13497	9391252	0.001437189	3.81e-06
ET_SCN_10	SCN18_SCNpilot_BF_INOC_Bordetella_67_10_67_46	0	0	3232968	0	0
ET_SCN_10	SCNPILOT_EXPT_1000_BF_Rhizobiales_69_8_partial_69_13	143	21440	5320238	0.004029895	1.07e-05
ET_SCN_10	SCN_bioreactor_inoc_reactora_Bacteroidetes_38_10	0	0	3655513	0	0
ET_SCN_10	SCN_bioreactor_inoc_reactora_Bacteroidetes_39_99	2	300	3302211	9.08e-05	2.41e-07
ET_SCN_10	SCN_bioreactor_inoc_reactora_Legionella_40_7	377	56460	2376544	0.023757187	6.29e-05
ET_SCN_10	SCN_bioreactor_inoc_reactorb_Actinobacteria_65_60	0	0	2733184	0	0
ET_SCN_10	SCN_bioreactor_inoc_reactorb_Bacteroidetes_53_13	0	0	3035995	0	0
ET_SCN_10	SCN_bioreactor_inoc_reactorb_Betaproteobacteria_68_25	1083	162349	4928268	0.032942405	8.73e-05
ET_SCN_10	SCN_bioreactor_inoc_reactorb_Rhodocyclales_66_46	438	65631	3693402	0.017769796	4.71e-05
ET_SCN_10	SCN_bioreactor_t0_Alphaproteobacteria_66_43	1305	195492	5098746	0.038341192	0.000101579
ET_SCN_10	SCN_bioreactor_t0_Leifsonia_70_11	660	98961	2690851	0.036776841	9.74e-05
ET_SCN_10	SCN_bioreactor_t0_Rhizobiales_60_89	613	91862	4455400	0.020618126	5.46e-05
ET_SCN_10	SCNpilot_BF_INOC_Bordetella_67_10_67_30	321	48145	6610525	0.007283083	1.93e-05
ET_SCN_10	pHLL249	0	0	4808	0	0
ET_SCN_10	pHLL250	2350	352291	4892	72.01369583	0.190788768
ET_SCN_10	scnpilot_dereplicated_Accumulibacter_1	16	2400	4385439	0.000547266	1.45e-06
ET_SCN_10	scnpilot_dereplicated_Acinetobacter_1	0	0	3478169	0	0
ET_SCN_10	scnpilot_dereplicated_Aeromonas_1	0	0	4467577	0	0
ET_SCN_10	scnpilot_dereplicated_Alicycliphilus_1	223	33418	4633122	0.007212847	1.91e-05
ET_SCN_10	scnpilot_dereplicated_Alphaproteobacteria_1	0	0	2859639	0	0
ET_SCN_10	scnpilot_dereplicated_Alphaproteobacteria_5	0	0	1883020	0	0
ET_SCN_10	scnpilot_dereplicated_Alphaproteobacteria_9	2	300	1559746	0.000192339	5.1e-07
ET_SCN_10	scnpilot_dereplicated_Amoebophilus_1	0	0	1762822	0	0
ET_SCN_10	scnpilot_dereplicated_Bacteroidales_1	0	0	3916741	0	0
ET_SCN_10	scnpilot_dereplicated_Bacteroidales_2	23	3448	3860239	0.000893209	2.37e-06
ET_SCN_10	scnpilot_dereplicated_Bacteroidetes_3	0	0	2468842	0	0
ET_SCN_10	scnpilot_dereplicated_Bacteroidetes_4	420	62976	4727320	0.013321713	3.53e-05
ET_SCN_10	scnpilot_dereplicated_Bacteroidetes_5	0	0	3123620	0	0
ET_SCN_10	scnpilot_dereplicated_Bacteroidetes_6	27	4050	4357586	0.000929414	2.46e-06
ET_SCN_10	scnpilot_dereplicated_Bacteroidetes_8	14	2100	3866915	0.000543069	1.44e-06
ET_SCN_10	scnpilot_dereplicated_Bacteroidia_1	0	0	3605433	0	0
ET_SCN_10	scnpilot_dereplicated_Bacteroidia_2	0	0	5737001	0	0
ET_SCN_10	scnpilot_dereplicated_Brevundimonas_1	0	0	2930189	0	0
ET_SCN_10	scnpilot_dereplicated_Burkholderiales_1	33	4950	5773277	0.000857399	2.27e-06
ET_SCN_10	scnpilot_dereplicated_Burkholderiales_2	5	750	3643094	0.000205869	5.45e-07
ET_SCN_10	scnpilot_dereplicated_Burkholderiales_4	40	5988	4721507	0.001268239	3.36e-06
ET_SCN_10	scnpilot_dereplicated_Burkholderiales_7	2	300	3765990	7.97e-05	2.11e-07
ET_SCN_10	scnpilot_dereplicated_Burkholderiales_9	1	18	3170979	5.68e-06	1.5e-08
ET_SCN_10	scnpilot_dereplicated_Caedibacter_2	0	0	1832742	0	0
ET_SCN_10	scnpilot_dereplicated_Cellulomonas_1	1156	173343	3706680	0.04676503	0.000123896
ET_SCN_10	scnpilot_dereplicated_Chlamydia_1	0	0	2529957	0	0
ET_SCN_10	scnpilot_dereplicated_Chlamydiales_1	12	1800	2834110	0.00063512	1.68e-06
ET_SCN_10	scnpilot_dereplicated_Chloroflexi_1	0	0	4184439	0	0
ET_SCN_10	scnpilot_dereplicated_Clostridiales_1	0	0	3417378	0	0
ET_SCN_10	scnpilot_dereplicated_Clostridiales_2	0	0	3088360	0	0
ET_SCN_10	scnpilot_dereplicated_Delftia_1	1	150	6476131	2.32e-05	6.14e-08
ET_SCN_10	scnpilot_dereplicated_Devosia_1	1	13	3994449	3.25e-06	8.62e-09
ET_SCN_10	scnpilot_dereplicated_Devosia_2	69	10349	4355070	0.002376311	6.3e-06
ET_SCN_10	scnpilot_dereplicated_Devosia_5	1	22	5719967	3.85e-06	1.02e-08
ET_SCN_10	scnpilot_dereplicated_Dyadobacter_1	0	0	7719061	0	0
ET_SCN_10	scnpilot_dereplicated_Dysgonomonas_1	0	0	4410792	0	0
ET_SCN_10	scnpilot_dereplicated_Enterobacter_1	222	33215	5013079	0.006625669	1.76e-05
ET_SCN_10	scnpilot_dereplicated_Flavobacteriia_1	0	0	3521150	0	0
ET_SCN_10	scnpilot_dereplicated_Flavobacterium_1	0	0	3801142	0	0
ET_SCN_10	scnpilot_dereplicated_Legionella_1	307	45970	4167318	0.011031076	2.92e-05
ET_SCN_10	scnpilot_dereplicated_Leifsonia_1	545	81712	4475315	0.01825838	4.84e-05
ET_SCN_10	scnpilot_dereplicated_Magnetospirillum_1	2	300	4273527	7.02e-05	1.86e-07
ET_SCN_10	scnpilot_dereplicated_Mesorhizobium_2	84	12595	3923245	0.003210353	8.51e-06
ET_SCN_10	scnpilot_dereplicated_Microbacterium_3	0	0	3478756	0	0
ET_SCN_10	scnpilot_dereplicated_Microbacterium_4	195	29243	3517424	0.008313755	2.2e-05
ET_SCN_10	scnpilot_dereplicated_Microbacterium_5	6	900	3129463	0.000287589	7.62e-07
ET_SCN_10	scnpilot_dereplicated_Microbacterium_6	0	0	3139230	0	0
ET_SCN_10	scnpilot_dereplicated_Microbacterium_7	11	1648	2908404	0.000566634	1.5e-06
ET_SCN_10	scnpilot_dereplicated_Micrococcales_2	52	7799	2404392	0.003243647	8.59e-06
ET_SCN_10	scnpilot_dereplicated_Micrococcales_3	0	0	3818346	0	0
ET_SCN_10	scnpilot_dereplicated_Mucilaginibacter_1	0	0	4167186	0	0
ET_SCN_10	scnpilot_dereplicated_Myxococcales_1	4	600	11892526	5.05e-05	1.34e-07
ET_SCN_10	scnpilot_dereplicated_Nitrobacter_2	472	70766	3540405	0.019988109	5.3e-05
ET_SCN_10	scnpilot_dereplicated_Paludibacter_1	0	0	4182621	0	0
ET_SCN_10	scnpilot_dereplicated_Pandoraea_1	1166	174825	4875685	0.0358565	9.5e-05
ET_SCN_10	scnpilot_dereplicated_Planctomycetales_1	278	41685	7731496	0.005391583	1.43e-05
ET_SCN_10	scnpilot_dereplicated_Pseudonocardia_1	180	26663	7090563	0.00376035	9.96e-06
ET_SCN_10	scnpilot_dereplicated_Rhizobiales_1	1455	218179	5132883	0.042506132	0.000112613
ET_SCN_10	scnpilot_dereplicated_Rhizobiales_6	443	66404	4143367	0.016026579	4.25e-05
ET_SCN_10	scnpilot_dereplicated_Rhizobium_2	0	0	4625786	0	0
ET_SCN_10	scnpilot_dereplicated_Rhodobacterales_1	0	0	4679666	0	0
ET_SCN_10	scnpilot_dereplicated_Rhodospirillales_2	415	62221	6483964	0.009596136	2.54e-05
ET_SCN_10	scnpilot_dereplicated_Solirubrobacterales_2	416	62370	4207762	0.014822606	3.93e-05
ET_SCN_10	scnpilot_dereplicated_Sphingobacteriales_3	50	7499	5487359	0.001366595	3.62e-06
ET_SCN_10	scnpilot_dereplicated_Sphingobacteriales_5	0	0	3133412	0	0
ET_SCN_10	scnpilot_dereplicated_Sphingobacteriales_6	20	3000	6139489	0.00048864	1.29e-06
ET_SCN_10	scnpilot_dereplicated_Sphingobium_2	22	3299	3996113	0.000825552	2.19e-06
ET_SCN_10	scnpilot_dereplicated_Sphingomonadales_1	2	300	3512439	8.54e-05	2.26e-07
ET_SCN_10	scnpilot_dereplicated_Sphingomonas_1	3308	495854	4000194	0.123957488	0.000328406
ET_SCN_10	scnpilot_dereplicated_Sphingomonas_3	706	105872	5385678	0.019658063	5.21e-05
ET_SCN_10	scnpilot_dereplicated_Sphingopyxis_1	0	0	3291164	0	0
ET_SCN_10	scnpilot_dereplicated_Stenotrophomonas_1	0	0	3693706	0	0
ET_SCN_10	scnpilot_dereplicated_TM7_1	0	0	904897	0	0
ET_SCN_10	scnpilot_dereplicated_Thiobacillus_2	72	10800	2906018	0.003716426	9.85e-06
ET_SCN_10	scnpilot_dereplicated_Thiobacillus_3	37118	5565081	3213355	1.731860003	0.004588286
ET_SCN_10	scnpilot_dereplicated_Thiobacillus_5	2	299	2896222	0.000103238	2.74e-07
ET_SCN_10	scnpilot_dereplicated_Xanthomonadales_2	0	0	5810929	0	0
ET_SCN_10	scnpilot_dereplicated_Xanthomonadales_3	0	0	3747714	0	0
ET_SCN_11	2019_SCN_bioreactor_inoc_reactora_Parvibaculum_lavamentivorans_64_9	0	0	2169045	0	0
ET_SCN_11	2019_SCN_bioreactor_inoc_reactorb_Clostridiales_33_7	0	0	2768656	0	0
ET_SCN_11	2019_SCN_bioreactor_inoc_reactorb_Micrococcales_71_5	9784	1467152	2321692	0.631932229	0.002208817
ET_SCN_11	2019_SCN_bioreactor_t0_Stenotrophomonas_maltophilia_67_6	32	4798	2741033	0.001750435	6.12e-06
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Bacteria_60_83	1855	278142	4926059	0.056463392	0.000197359
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Bacteroidetes_44_32	36	5398	5604790	0.000963105	3.37e-06
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Cellulomonas_74_9	2418	362613	1978896	0.183240049	0.000640486
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Enterobacter_55_10	2	300	4531288	6.62e-05	2.31e-07
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Flavobacteriales_36_17	52	7799	3456031	0.002256635	7.89e-06
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Gammaproteobacteria_65_65	17386	2606795	3431684	0.759625595	0.002655149
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Legionellales_40_39	17	2550	3217128	0.000792632	2.77e-06
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Microbacterium_71_12	1599	239704	3035962	0.078954875	0.000275974
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Micrococcales_70_15	62	9295	2203065	0.004219122	1.47e-05
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Micrococcales_73_29	9232	1384044	3783799	0.365781586	0.001278531
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Pseudonocardia_dioxanivorans_73_113	229471	34401472	6259414	5.495957289	0.019210235
ET_SCN_11	2019_SCN_bioreactor_t1_biofilm_Verrucomicrobia_66_15	9	1350	4635063	0.000291258	1.02e-06
ET_SCN_11	2019_SCN_bioreactor_t1_planktonic_Alphaproteobacteria_67_63	4386	657505	5503510	0.11947012	0.000417589
ET_SCN_11	2019_SCN_bioreactor_t2_biofilm_Acidovorax_65_56	1354	203045	5190320	0.039119939	0.000136737
ET_SCN_11	2019_SCN_bioreactor_t2_biofilm_Alphaproteobacteria_70_37	4044	606209	4857358	0.124802207	0.000436226
ET_SCN_11	2019_SCN_bioreactor_t2_biofilm_Herbaspirillum_63_171	6036	904891	5554569	0.162909309	0.000569423
ET_SCN_11	2019_SCN_bioreactor_t2_biofilm_Hyphomicrobium_denitrificans_61_11	24259	3637136	2933659	1.239795082	0.004333504
ET_SCN_11	2019_SCN_bioreactor_t2_biofilm_Novosphingobium_sp_MD-1_67_8	765	114728	3432314	0.033425846	0.000116835
ET_SCN_11	2019_SCN_bioreactor_t2_biofilm_Sphingobacteriales_50_15	417277	62566862	9343152	6.696547589	0.023406705
ET_SCN_11	2019_SCN_bioreactor_t2_biofilm_Xanthomonadales_71_37	1096	164364	2596304	0.063306916	0.000221279
ET_SCN_11	2019_SCN_bioreactor_t2_plantonic_Alphaproteobacteria_70_36	7711	1155882	5884952	0.196413157	0.000686531
ET_SCN_11	2019_SCN_bioreactor_t2_plantonic_Sphingomonadales_63_2074	26262	3937452	3756989	1.048033944	0.003663234
ET_SCN_11	2019_SCN_bioreactor_t3_biofilm_Acidobacteriales_60_11	5961	893795	4117645	0.217064609	0.000758714
ET_SCN_11	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_40_21	694	104075	6135429	0.016962954	5.93e-05
ET_SCN_11	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_44_17	287942	43175245	6069571	7.113393187	0.024863722
ET_SCN_11	2019_SCN_bioreactor_t3_biofilm_Devosia_66_11	57	8549	4285650	0.001994797	6.97e-06
ET_SCN_11	2019_SCN_bioreactor_t3_biofilm_Leifsonia_71_11	4196	629060	3034240	0.207320449	0.000724655
ET_SCN_11	2019_SCN_bioreactor_t3_biofilm_Verrucomicrobia_59_10	75934	11385405	3637044	3.130400677	0.010941812
ET_SCN_11	2019_SCN_bioreactor_t3_planktonic_Azospirillum_lipoferum_68_106	319	47836	5405113	0.008850139	3.09e-05
ET_SCN_11	2019_SCN_bioreactor_t3_planktonic_Klebsiella_oxytoca_56_23	9229	1383571	5785362	0.23915029	0.000835911
ET_SCN_11	2019_SCN_bioreactor_t3_planktonic_Planctomycetes_54_6	2415	362105	5229224	0.069246412	0.00024204
ET_SCN_11	2019_SCN_bioreactor_t4_biofilm_Comamonas_61_10	781	117124	5354488	0.021873987	7.65e-05
ET_SCN_11	2019_SCN_bioreactor_t4_planktonic_Bacteroidetes_43_45	24190	3627345	4229238	0.857682873	0.002997893
ET_SCN_11	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	14395	2158289	6293399	0.342944886	0.001198709
ET_SCN_11	CN18_26_2_15_R1_F_uSCNPILOT_CONT_500_BF_Rhizobiales_64_17_64_27	10462	1568542	4633717	0.338506214	0.001183194
ET_SCN_11	CN18_26_2_15_R4_P_Melainabacteria_51_74	169	25343	4615792	0.005490499	1.92e-05
ET_SCN_11	CN18_30_10_14_R2_B_Alphaproteobacteria_67_12	19	2850	5684320	0.000501379	1.75e-06
ET_SCN_11	E.coli_WM3604_scaffold_min1000	766	114879	4612074	0.024908317	8.71e-05
ET_SCN_11	SCN18_10_11_15_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_12	119	17840	4665019	0.003824207	1.34e-05
ET_SCN_11	SCN18_10_11_15_R1_B_SCNPILOT_EXPT_1000_BF_Rhizobiales_63_7_63_17	22	3300	6549139	0.000503883	1.76e-06
ET_SCN_11	SCN18_10_11_15_R1_B_Solirubrobacterales_67_19	0	0	3216134	0	0
ET_SCN_11	SCN18_10_11_15_R1_P_Microbacterium_71_863	10	1499	3864224	0.000387917	1.36e-06
ET_SCN_11	SCN18_10_11_15_R3_B_Afipia_64_1782_curated	492797	73880140	3548607	20.81947649	0.072771131
ET_SCN_11	SCN18_10_11_15_R3_B_Rhizobiales_63_59	284	42572	7452781	0.00571223	2e-05
